s2_cellid,men,women
10836460684061966336,1678398594.5730517,1886127903.6628153
10836460718421704704,1897039591.753299,2098137284.5511942
10836460752781443072,1830380777.305951,1997400492.1263535
10836460787141181440,1948561399.322501,2060325730.6937785
10836460821500919808,2067207143.1463048,2205398709.0747285
10836460855860658176,1950541235.6459386,2197382672.867014
10836460890220396544,1031822963.070182,1201685755.7238135
10836460924580134912,782442338.1121329,831511221.9226799
10836461062019088384,274727443.38652104,342169117.9612843
10836461096378826752,94381690.5347701,118469423.17081352
10836461268177518592,6989503.744396172,4447866.019161201
10836461302537256960,1126130346.5041704,1210690462.8837035
10836461336896995328,1618586562.505739,1678703126.430039
10836461371256733696,1130108014.9474027,1087101790.2770998
10836461405616472064,25163913.21235311,24206301.293066945
10836461474335948800,6907736.69668901,6644862.995757927
10836461543055425536,601919014.1392136,637631412.2377965
10836461577415163904,2745786533.236855,2901642437.2442226
10836461680494379008,178606911.22878,179142402.01700467
10836461714854117376,43037685.60699163,45405254.14124721
10836461749213855744,4515615383.723868,4764026253.047388
10836461783573594112,3559331589.356675,3752538267.899759
10836461921012547584,312418499.73924726,324422225.405453
10836461955372285952,1017131917.7952698,1058230590.3014811
10836461989732024320,2248136239.14895,2362745263.046269
10836462024091762688,651796827.6736813,666583424.1690432
10836462058451501056,1163313842.533707,1337417607.050966
10836462092811239424,2286871073.8445187,2430515729.7452507
10836462127170977792,4557051680.990349,4811344152.218008
10836462161530716160,4574634936.545951,4826292561.22345
10836462195890454528,3790762595.487269,4002370541.26778
10836462230250192896,2307663513.241953,2440561635.829584
10836462264609931264,2262474707.6761446,2396683564.0132275
10836462298969669632,2439846815.77662,2603471393.697171
10836462333329408000,3025239698.842315,3263364187.380692
10836462367689146368,3255548341.3922963,3588706294.9207134
10836462402048884736,1849311616.231582,2041998056.4579709
10836462436408623104,1602077868.8144023,1815618652.250104
10836462470768361472,1785181355.1327233,1976906082.1361434
10836462505128099840,2067871996.3857589,2246046902.6399474
10836462539487838208,1665044840.5971422,1855647242.4032164
10836462573847576576,1684076722.4481347,1874748304.5438197
10836462608207314944,904948945.984712,1036978857.1189917
10836462642567053312,1662664155.9986145,1810162197.4024432
10836462676926791680,2013427250.4536128,2120834304.648383
10836462711286530048,1750353543.1775362,1841986740.168378
10836462745646268416,2173933607.832409,2362856813.549867
10836462780006006784,2554847091.437077,2731706448.23405
10836462814365745152,2000846465.2880745,2112925459.2751484
10836462848725483520,2361350822.5342646,2454952757.64951
10836462883085221888,1093746805.7187421,958790269.4857244
10836462917444960256,1282311599.7972462,1243928375.6077335
10836462951804698624,128117815.94582096,107225114.92711547
10836462986164436992,7963.838707898732,5702.501790841067
10836463020524175360,15274310.557694547,10937160.646250416
10836463054883913728,219026302.11521336,174552519.34312055
10836463089243652096,466503729.6236559,390832201.1267005
10836463123603390464,676499464.4867213,639808752.0236924
10836463157963128832,1126270559.1893764,1188538542.8766148
10836463192322867200,735840052.2385069,709054849.8722636
10836463226682605568,1265955180.7227473,1285279186.8982146
10836463261042343936,1206631440.029757,1117204714.5867972
10836463295402082304,1661163449.6813476,1761529865.0351682
10836463329761820672,512817584.745031,531247058.4300357
10836463364121559040,949861374.5904235,1052165900.0866119
10836463398481297408,1831142706.5792515,2020559093.0402322
10836463432841035776,1919572413.1703067,2034878796.6403234
10836463467200774144,482285815.11777747,503776050.2761707
10836463501560512512,278720256.14028007,270911700.41454166
10836463535920250880,1955750374.9352126,2038107056.7995377
10836463570279989248,1929855469.4938345,2055065201.7380223
10836463604639727616,1537787083.755219,1633504843.6416385
10836463638999465984,2095609789.984642,2225222760.1916304
10836463673359204352,1793925897.2010884,1986855568.1407018
10836463707718942720,1737708475.2146788,1978798492.8152838
10836463742078681088,1785237871.5426903,1908150066.3804078
10836463776438419456,1649568840.1421738,1741259001.1853924
10836463810798157824,1886100939.622847,1997235780.995212
10836463845157896192,1951522054.984611,2160293313.0547757
10836463879517634560,1932213154.3882675,2043458272.861535
10836463913877372928,1693107572.5881143,1818863723.576973
10836463948237111296,1653301723.8452327,1834335357.3293576
10836463982596849664,2226923588.936514,2407357500.917866
10836464016956588032,1804074627.8713408,1958934501.0187843
10836464051316326400,1963525105.5267947,2110714952.4009182
10836464085676064768,1729560581.3256068,1863179174.3846304
10836464120035803136,2213705378.3801937,2432132481.592768
10836464154395541504,2294677560.0548916,2642971178.3933263
10836464188755279872,2013488916.4575038,2383929397.2936897
10836464223115018240,2314694303.119486,2745070078.321455
10836464257474756608,2062083024.2363687,2312177233.091953
10836464291834494976,2296097111.1520214,2648855049.2690167
10836464326194233344,1808652501.8662598,2026968934.19145
10836464360553971712,2119115634.0558543,2324123333.292964
10836464394913710080,2176153315.166006,2488742442.0196204
10836464429273448448,1877521256.2273808,2152861457.6076326
10836464463633186816,2037960694.782079,2264434265.7714415
10836464497992925184,530496521.20034856,526505820.4209337
10836464532352663552,1919500742.1746325,1991830871.3857372
10836464566712401920,1595927658.688516,1803825674.934501
10836464601072140288,1709589281.6069658,1904422128.3312464
10836464635431878656,1611757385.23903,1803578361.548133
10836464669791617024,1662136058.2433598,1748701759.4077594
10836464704151355392,1833069589.0195096,1877376517.8459933
10836464738511093760,2091315372.598996,2163176727.5332866
10836464772870832128,1765704487.8269267,1723604184.736166
10836464807230570496,1742185772.6656685,1823916361.8262079
10836464841590308864,1425927438.1171422,1586785495.2574506
10836464875950047232,1093824228.112484,1212201306.616047
10836464910309785600,2367079915.1742425,2478525212.3863106
10836464944669523968,937335972.7904866,924377796.3741766
10836464979029262336,253592874.08630323,208270484.0980785
10836465013389000704,216534264.3746307,169002352.6826386
10836465047748739072,1977500824.864623,1995148064.5245907
10836465082108477440,3983266441.215313,3969343329.2536006
10836465116468215808,890105886.723925,851754742.2306992
10836465150827954176,1812810425.6574602,1878207208.7194219
10836465185187692544,1962981080.1865892,2209890024.1741023
10836465219547430912,1675456415.0956433,1796068730.1632261
10836465253907169280,1663879306.002521,1652744925.7578964
10836465288266907648,714938688.7762009,599116810.3708981
10836465322626646016,1705109146.3319635,1851005993.8567119
10836465356986384384,2165030767.759395,2288376603.295014
10836465391346122752,1955837144.8085077,2139521480.8621905
10836465425705861120,2209232401.148749,2217352775.1749763
10836465460065599488,1941051312.1909945,1958896103.8014913
10836465494425337856,1583432356.7879586,1664086203.315871
10836465528785076224,1181297499.9509156,1299513671.1803522
10836465597504552960,245518049.48449036,270807462.30692714
10836465872382459904,94744911.62753832,99125125.04042222
10836465906742198272,1120699955.6812494,1172271475.2401443
10836465941101936640,552046952.8312873,595654990.3521029
10836465975461675008,914917554.0744737,988012161.0803005
10836466009821413376,515857158.68613756,568992660.0100316
10836466044181151744,1071724532.1605885,1171320702.3784864
10836466078540890112,259312207.20828912,219133611.56249824
10836466112900628480,216582639.73310748,169040109.05998632
10836466147260366848,215657463.25877813,171855599.7079923
10836466181620105216,89307523.17069384,51383883.87841349
10836466215979843584,479432949.1375474,488046666.7922856
10836466250339581952,858924172.2502297,959270555.9040475
10836466284699320320,1422210718.7888718,1575317772.4996562
10836466319059058688,1206997574.3827426,1353606892.2409532
10836466353418797056,385171309.33975786,403970674.4506717
10836466387778535424,505672103.55321795,525075280.4918045
10836466422138273792,1520309711.2533154,1746299146.1151166
10836466456498012160,1565076425.783012,1781463511.5211554
10836466490857750528,1765195531.3395133,1974028453.761148
10836466525217488896,1032127892.6897788,1055735550.7149847
10836466559577227264,144777089.4821776,112817984.24687871
10836466593936965632,880389034.728344,890759680.6268082
10836466628296704000,1189837576.0473628,1227100434.8562863
10836466662656442368,2077068109.1716173,2286818304.0303597
10836466697016180736,2131740208.258305,2257738949.4791484
10836466731375919104,2069945421.7377892,2330579765.678721
10836466765735657472,1901850922.3872397,2109420077.3631248
10836466800095395840,2247987625.954657,2547106032.3463845
10836466834455134208,1576826408.970289,1769596746.6217382
10836466868814872576,2104826128.2579923,2325359844.472873
10836466903174610944,1928976345.9829087,2204059132.20641
10836466937534349312,1934883670.807282,2192257289.382562
10836466971894087680,1813082962.134759,2051616754.1819236
10836467040613564416,29159654.82231643,33183855.740714144
10836467074973302784,536704588.63155913,594649942.2284137
10836467109333041152,2319044663.0533023,2546870617.3195395
10836467143692779520,1815711801.899763,1995047180.1819637
10836467178052517888,2354530835.3817616,2546351159.088405
10836467212412256256,2600959984.995854,2736145491.2819304
10836467246771994624,2195258380.8505383,2330664454.94156
10836467281131732992,1517810487.4197865,1590084255.2040584
10836467315491471360,1871060903.0638585,2009248564.8590186
10836467349851209728,1773694027.2490926,2002351404.990638
10836467384210948096,1494666094.1382108,1570311636.2448068
10836467418570686464,336011357.13294667,352530233.8045555
10836467452930424832,976663344.7865204,1125929286.1245093
10836467590369378304,151599541.94448408,158170319.44900662
10836467624729116672,1094075.3132144632,1039027.4987131066
10836467693448593408,1871348772.642751,1998589506.172696
10836467727808331776,387933544.2339536,398160263.3262371
10836467796527808512,259807233.4629937,242739451.36572197
10836467830887546880,199861354.5466529,186857871.01283407
10836468002686238720,15206884.424433421,14201470.578189889
10836468037045977088,263280726.69804013,275493915.2046218
10836468071405715456,239965749.68572834,253322192.28862378
10836468105765453824,639946233.3029983,671257488.9234649
10836468140125192192,108146649.11167505,111229390.58133288
10836468243204407296,252348824.82411653,262349652.1992836
10836468827319959552,413434700.9824129,431369893.22974706
10836469239636819968,358720986.11001515,369778969.6522474
10836469273996558336,1112846582.7704813,1147151347.9606936
10836469308356296704,158229393.77033398,163106995.3045613
10836469377075773440,36037681.97670498,37148584.62703497
10836470236069232640,29462006.603178658,29516015.88700909
10836470407867924480,55104719.853238106,55251016.403373264
10836470717105569792,20035030.28872815,20714684.708552264
10836470820184784896,264871290.41880664,273856599.6808016
10836470854544523264,628940636.3319129,669271920.7431462
10836470888904261632,14140015.98516558,15245678.028058482
10836471198141906944,121122352.991798,130587389.16620944
10836471232501645312,1263073886.5575137,1368767939.6558127
10836471266861383680,1476059602.8664453,1640262693.1013057
10836477382894813184,866674057.9667947,943246806.0729756
10836477417254551552,1940737019.3845024,2149250094.0447645
10836477451614289920,1925345445.9397385,2122119553.7268472
10836477485974028288,143593244.6350596,153679704.0074778
10836477692132458496,743206576.5997275,798844329.6756748
10836477726492196864,20433474.204614,21963160.065954734
10836477795211673600,235014875.99880633,251444011.80431542
10836477829571411968,1634130979.939063,1755197804.2453864
10836477863931150336,192102967.01028523,204737264.86015588
10836477898290888704,107111334.09487237,114599143.73532616
10836478001370103808,169571145.21063974,174041386.29703623
10836478035729842176,1022745827.0435965,1068661780.3107797
10836478070089580544,2313353168.6423473,2479716557.1676064
10836478104449318912,1778574446.545072,1906346578.8460417
10836478138809057280,3103772588.9720654,3336126470.579502
10836478173168795648,2976044076.352492,3194706590.0816956
10836478207528534016,1269860735.7013624,1364924746.5407667
10836478310607749120,545816238.6858089,586677003.4704548
10836478344967487488,36358064.29525876,39079893.01323645
10836478757284347904,1539530.7546912995,1547517.9440801
10836478791644086272,257661652.28195795,258998418.31195515
10836479891155714048,278545520.51181495,299516476.3664401
10836480475271266304,1521262782.1250029,1630171976.2499657
10836480509631004672,707121191.4465024,759823559.3563195
10836480543990743040,892706095.7214105,959915577.6406661
10836480647069958144,1099610257.569858,1180495559.3119226
10836480681429696512,149531517.7679406,164733921.8605154
10836480784508911616,346967241.72731394,382243122.14572066
10836480818868649984,59926991.79316007,66019720.852555715
10836480853228388352,355710492.5730435,385286403.820542
10836481471703678976,11181880.100931179,10953011.209976448
10836481506063417344,8112802.680859673,7946751.163999972
10836482055819231232,145824800.7291325,136628896.09849128
10836482090178969600,180921524.3917048,171549463.44348586
10836482743013998592,205686983.21541834,195032026.87768272
10836482777373736960,215106934.43782204,201587050.6516671
10836548507553234944,192766739.7613514,192998988.84540123
10836548541912973312,17568668.766372107,17589835.837174967
10836548576272711680,263834440.28278187,264152313.10239968
10836548679351926784,67059113.77220647,67139907.88518503
10843879913648291840,21087625.66473861,22864194.243533667
