s2_cellid,18-25,26-35,36-45,46-55,56-65,66-75,75+
10836437250720399360,35976514.86021235,41248602.52605439,44054025.07638148,34878362.36651896,28002246.789647125,11723115.074229129,4258386.75842434
10836437285080137728,750404071.2154694,814123697.6286783,910214012.9346849,789965028.3855956,542550208.7989883,227013644.16474757,88337320.74416451
10836437319439876096,117318555.11058715,112842758.13708705,96679781.82794873,151473223.35337055,74120090.11978199,28459819.32341215,11548179.278799843
10836437731756736512,893684601.224954,1103749989.1620617,904705770.2035654,941538114.4305017,509234426.9564992,179202418.06975898,64445487.462095916
10836437766116474880,115648093.46572074,201734175.75845206,166130514.224972,107487299.72465438,50543235.78894245,17763192.316244982,7338905.0701390505
10836437800476213248,732040014.0282793,615802652.4053218,1150406660.008654,842471519.5266109,346238765.75370437,192401773.2907599,80232239.01265308
10836437834835951616,731482663.7256546,993904048.8669202,950956007.6686635,753128120.6341466,544602714.1937582,266313901.71861005,104741666.6604879
10836437869195689984,544615355.2603258,615040642.5681183,550370425.6460998,598674570.3318359,530754828.0399527,430672942.45958877,310953468.98258096
10836437903555428352,840803303.2658398,745657757.1693584,895741474.8275723,990170177.7948728,515608285.6988151,306330165.15575886,177201649.40808555
10836437937915166720,215042950.503296,251801878.42645124,329761134.88407195,271884193.40733194,115372641.0530262,50537827.13377699,26031835.979779907
10836437972274905088,33710789.88351661,32557358.627286687,50015508.55466962,41906931.37718061,17936580.07192229,8410192.004134886,3770005.3756036256
10836438075354120192,685801148.6152629,586023470.1514001,472684728.47635436,869305726.8635635,470435357.8947348,149103080.90601823,69393966.99232909
10836438109713858560,897734449.8227301,820942134.8312287,543197675.6804322,1077719013.2316153,698904991.9730301,242488529.08022654,127643527.05600707
10836438144073596928,686852360.1277301,736863170.5850865,461779749.68445396,755644963.8466858,742764889.8679636,321677320.1604883,160298445.96883324
10836438178433335296,627433679.2735047,782926508.4087104,681538674.6481184,720129922.8688756,373573434.8416238,153935006.42297652,74001272.55890094
10836438212793073664,741456216.3417283,924738981.9832561,645714020.2699382,763505344.6981848,794974767.907101,413315654.0227468,225634950.69751072
10836438247152812032,533518145.78434384,642606586.64021,582079216.2412243,601515105.4040358,507670143.51497436,440636462.26077896,312367115.09410584
10836438281512550400,628074983.2791568,825809262.4236963,630944884.819235,715553016.1251367,743579760.8609647,530733938.6618209,330357443.61845016
10836438315872288768,681527476.4189383,780183691.5727615,766626039.6707225,794914205.7286526,713398027.6126863,317481732.8751134,162550701.3340163
10836438350232027136,847267793.7524583,919172814.2848002,797556494.1790274,932922664.3510569,628169406.1380807,258274311.61496243,133109824.71370122
10836438384591765504,823374811.3651328,833813998.8120165,672419286.4436486,849965958.8951182,666182536.799713,375562418.8657498,170562939.49980965
10836438418951503872,975643726.661416,751823046.9012699,660870016.380312,684000271.5058284,539321383.5042112,440619743.7509031,310665079.52661145
10836438453311242240,732602574.7472835,773038288.898814,607089248.7560245,637277746.8857417,461531297.4841987,201886961.70293152,98491068.64636298
10836438487670980608,566348281.3657293,784451351.3823088,553686625.8208174,571960448.9175951,658950450.0132804,375396320.2342638,213111301.68491688
10836438522030718976,616588306.9209614,751620947.2340497,489516842.6526384,652880734.8869402,776146910.9037656,347506734.40827596,187303057.04091987
10836438556390457344,704685280.4162341,761853367.9315329,508565375.1348072,707775130.8448797,635778140.944303,239929734.41724733,126106244.68845819
10836438590750195712,595813367.3036176,798552400.0533993,656239362.9904035,589652858.1231239,487121170.43855613,265331018.32418552,188218791.15361345
10836438625109934080,479202184.020402,473880385.36856246,492487058.1127285,505804682.7956637,306512206.79787636,350457920.1457078,183280286.4614989
10836438659469672448,537667183.2382842,629178168.739208,506824004.68768877,547336322.4226599,429278909.10504764,286912203.87940586,203189057.06823966
10836438693829410816,530400140.1179959,632660765.2296009,551606529.2258911,558537833.4358476,434829478.6724769,330852875.0430858,218784006.51690465
10836438728189149184,499582077.4331754,634711597.1268668,518896301.4163983,528359492.3067492,371801001.05537355,303375752.1381953,163687944.521454
10836438762548887552,665910515.2419691,752282318.0648502,662084770.3050848,770234236.2819498,447815367.5994107,204690831.54436317,101352496.0454046
10836438796908625920,731054000.1071731,862363106.4053783,670632821.8012474,798583697.7343227,532454380.1633786,180490981.06927773,67135128.4492524
10836438831268364288,547509699.6712451,760806853.9726334,704841869.0398335,488348171.8927078,451178964.8587641,242737167.19259292,94851008.25888976
10836438865628102656,509472834.3743972,541820932.9358462,487903260.31548214,570073770.770872,333055505.41522527,361064007.2934758,227177162.9396201
10836438899987841024,606299110.745595,669182913.6906128,524934130.8940528,688880737.5850962,467072264.99481195,289453364.7767294,281234215.46319747
10836438934347579392,569898093.9746836,620751186.2170569,525501551.0842474,598599895.3565323,421839769.5005279,289758058.66265213,231830934.73393542
10836438968707317760,542314177.2638443,607092649.2867261,567572764.0411638,462145617.47618276,366989563.6823171,241867832.1785151,101736450.31303209
10836439003067056128,789687593.655243,800140893.5206816,735621423.8020684,843347979.8495164,445016044.54914325,484862005.7290591,296185346.57827187
10836439037426794496,797617492.5387893,842034346.8488908,713593098.5755466,846837671.6072471,508174305.0362174,411130854.9191538,280930368.6542268
10836439071786532864,622165301.5606793,688093692.4705422,577145771.9922088,713703716.7316546,578092670.719672,321121561.63651264,322313509.52582836
10836439106146271232,609297145.0828466,701531549.5369205,609537552.509127,617313706.8903859,508676751.89671946,350224594.2719065,234590675.37973243
10836439140506009600,618258857.2399472,686857269.6533066,569462317.3968972,641283672.1644318,468349164.13625973,324975604.12336683,211058116.89273295
10836439174865747968,789796572.9574691,925480369.3576775,775962731.7770854,832706386.1446393,638931993.4223346,463798391.59305835,356136224.1477354
10836439209225486336,796404426.1785952,937920855.0963436,851503682.1021739,859558213.0885739,684409742.4230142,466645352.6508505,342541246.3867037
10836439243585224704,583614598.4926763,741448843.1317432,650332059.7778645,623557461.7570859,503996371.0011832,332684675.5974919,272330434.668403
10836439277944963072,553696201.7994012,646517841.6809478,579807090.7986844,613580570.5804553,540587361.3592494,341501428.24150014,249260822.89519152
10836439312304701440,450545596.1730668,557151162.8071076,471996488.4055264,528359245.39563817,500946143.490645,270613564.27254915,251233848.8520344
10836439346664439808,423680921.580599,510509977.1598394,430896830.9206753,464448966.6839507,427636321.1334098,302138348.17286485,244251921.94083703
10836439381024178176,387694201.741184,520029261.6616312,424819403.3869763,366113847.03387,343457648.1030308,211913797.53941363,159639762.17742902
10836439415383916544,429410332.87732565,641231849.9601483,521519119.7581833,416708215.7699558,303925756.72148925,158235144.16436598,143476635.86523512
10836439449743654912,571257025.4393616,998336143.741207,674961188.5674912,480375315.8020397,313039084.11966074,180300455.26212153,177397065.14009133
10836439484103393280,670238698.0070083,1131758902.3081665,873155648.5542529,606682288.6047118,386257209.99303055,225958460.41169265,152604311.15851164
10836439518463131648,619295154.5435127,986347560.222291,726697523.0476296,560236440.7412436,365856086.83022135,215866332.61404297,168460813.08496583
10836439552822870016,483045516.63077104,613731657.4148808,437267276.82013273,387004715.4224806,336695086.7166258,193412243.43315065,162836692.256512
10836439587182608384,726694437.9506496,1053799649.6435211,708996767.3932388,629209138.9394438,486547914.78405833,367837432.33510673,276918025.4325403
10836439621542346752,735183238.4614823,942122391.3527846,739432828.5501752,725386116.867888,620721138.2628031,458632100.04899216,365642460.7974423
10836439655902085120,603326888.098187,731572058.3194929,611216062.3654646,608605577.3591232,478786548.90291965,332731199.13313115,217924428.65783432
10836439690261823488,535203340.8773432,640627560.4013689,553251594.1169802,578849028.6787965,408698199.35851973,407979670.7243292,310612554.55881673
10836439724621561856,397576614.09869534,497310778.8559089,400329332.30368114,446739947.73168415,425356701.1817768,295638124.2190438,305483763.2087333
10836439758981300224,714369260.9224598,1096252492.3058794,670892336.5301732,555764952.1801933,453797955.885399,262032827.07579252,257732951.4944146
10836439793341038592,659203490.1836462,804756797.9517376,633388925.4259912,644260149.0123502,500235139.8949499,404880612.753099,306933027.9113592
10836439827700776960,728110025.0426981,813366157.0726472,691783049.5527196,866393361.6737024,516886037.18824905,474232419.3512489,369926957.8418398
10836439862060515328,738511086.0239925,779091280.8957884,651045582.7959528,793549675.1335937,544361289.1576153,356529544.76112235,313232875.76639295
10836439896420253696,1246140092.1033962,773638148.5179344,696468592.745379,715296388.8042713,669529100.4387746,434202021.25038487,400382938.7109546
10836439930779992064,565943839.0118508,761958578.3451953,615503940.2382164,616044520.4636571,489181643.75286573,351296021.43975914,265424225.4768514
10836439965139730432,616484264.168711,713505018.7409337,597055164.4245057,721277951.0173993,613587520.0586832,382700942.82412857,367553187.30533797
10836439999499468800,618249921.2512974,833530946.9323643,654759284.6897534,576849070.6409793,433256775.30218625,281360786.6770776,169789311.86681545
10836440033859207168,719513078.0325996,958719230.2573867,722599882.9281291,687482198.4910369,635127245.2396313,303979447.0182762,217842547.9947948
10836440068218945536,694166112.6918081,861621975.1800251,583788721.1866789,758420869.2349776,698010460.114047,335693175.6324451,347074129.1372064
10836440102578683904,496198615.47817695,636045157.1383358,453027535.52224755,492685804.55462027,529650231.88681054,283524224.6352339,271390508.7526661
10836440136938422272,693246803.1274605,926048767.4147134,691909197.6492786,643696633.0273378,512077970.8244078,363671792.52262366,299371468.4221865
10836440171298160640,514001919.6416951,726570382.6991091,498125245.6091686,420107611.299125,382931906.5918348,263921344.51744235,151231836.75921193
10836440205657899008,804009506.5352795,1265479122.7940936,741439914.0844693,536805464.79216105,392861704.74952364,218353179.8203425,155333111.39845622
10836440240017637376,598325813.9435753,896072715.224528,649893109.4172107,499683353.392134,338906689.876908,202024464.01462016,165663807.06779173
10836440274377375744,636687800.6598477,1075744102.6792948,624693661.6830302,406249912.0799268,273124734.36964685,156391926.52806157,124006428.2370143
10836440308737114112,645881301.8616241,1393156794.4865556,626817187.3464283,361421030.0236986,242603420.14446044,126109311.07125914,85792101.27947159
10836440343096852480,944461124.248744,1618954731.2162066,861716074.7460917,591924952.827113,419533513.9116365,255132438.295896,186944734.6810137
10836440377456590848,1500986349.549628,2086303962.0760148,1214267595.6834834,800785248.847839,462234939.03267753,253868324.7343524,198532183.7188233
10836440411816329216,1120036875.3987694,1522090381.2594159,918240864.2743852,663322273.7296209,467425495.8714404,286303401.78385895,221889198.32182905
10836440446176067584,556859581.1512244,659006975.694642,533896739.64832014,674515254.6324224,553421715.044675,367756379.4252015,360704304.2832807
10836440480535805952,574865326.2923892,1195382862.5906675,873678905.1252415,644444369.5755264,555356608.8044733,339980821.65070504,302693734.975722
10836440514895544320,902194018.1284401,1304825965.497042,840421699.3607931,661211386.5157032,454096845.94829744,265892940.96777362,209082528.79788163
10836440549255282688,501651746.31991976,739984416.8883766,558757926.9295454,474730536.99210984,380344838.15317124,247256541.7649969,215234616.4166253
10836440583615021056,537160842.3315331,897050251.3403922,634337098.4985273,553749853.3250444,461087553.08512294,250051352.6140281,207614426.787173
10836440617974759424,529322008.7782902,784782665.1191016,510185211.5891511,502981476.5880599,403657875.33574146,292037148.76523906,254481615.52168933
10836440652334497792,699110733.0581782,1341862277.945909,686462148.1385401,521912935.80468905,449815726.5976726,275262412.3150999,222936978.7654416
10836440686694236160,692326192.3377479,1554137928.661249,794918661.2899412,485849708.15243334,410884275.54602665,249565701.65184763,216559562.1463825
10836440721053974528,841457366.2178934,1353260226.766377,849457490.2883651,631633670.1228728,478054310.7158683,312024985.8887733,279896216.8144419
10836440755413712896,537870693.4725573,1210939636.0591412,574758104.6780283,328033295.03427327,232396265.83800083,126147908.99344996,93818806.82876337
10836440789773451264,435901374.4165385,1095131831.7278273,691907730.0290922,331353607.8872493,267375443.76277283,194258753.48616493,180832821.64015952
10836440824133189632,264497511.88867018,686455459.1264282,444863360.95048505,239766268.85623112,215486997.75900248,174540580.46241033,186304203.2430161
10836440858492928000,372936951.7983438,597064996.2653868,566438052.52787,419219786.6527768,310444900.05037224,235544630.11387235,253536207.03242865
10836440892852666368,469882965.9798997,824480869.6632154,687036722.6192995,413052800.0279829,290556705.6878834,187405536.50116846,144800353.22103518
10836440927212404736,341414036.25096416,833008082.8933743,439155949.3427946,240616597.46078014,192580907.75056866,143809652.99839914,132366784.17746188
10836440961572143104,352128568.1103334,844408594.3225132,487806737.0271292,286206512.95576453,198631056.25364986,119427741.34240325,90086390.40761985
10836440995931881472,492215093.863883,963090656.0513211,595262776.3084682,395157922.15734065,279083847.9023258,171968860.44956547,133903349.19407792
10836441030291619840,643152039.3345306,1132205281.1765838,742835351.6313026,532521906.7960439,346148722.50705117,206176328.07602167,159425482.31397593
10836441064651358208,626396446.2137216,1244396375.1130917,855275575.6826777,482329138.02000105,281042722.1166556,142445237.44003335,114928109.50976446
10836441099011096576,751994376.8124602,1234904804.792728,764906806.1351398,469409472.7725233,286161147.7044706,145542418.26337537,84131147.71874613
10836441133370834944,941353777.7881511,1453220339.121515,934337768.1428243,663955462.2674066,505742289.5690223,330911231.2801174,263739740.06484765
10836441167730573312,789995447.6731962,1249125851.794734,820648394.0566168,638135872.7523088,470990337.1889674,344269130.33025396,290538616.9966937
10836441202090311680,478401485.84006774,725945749.1391612,469838057.415524,366414652.8087152,303056753.74131733,182267784.72849822,137313957.31140184
10836441236450050048,491891550.3876001,642920950.4778116,485207644.7359707,433629746.53275055,396096649.1524446,264411935.6438672,191914816.19306153
10836441270809788416,698860879.3080575,1020320044.8317453,802851935.3795874,623421832.6010401,460070985.9204659,316592483.77638936,246464549.88469285
10836441305169526784,623711265.7105857,747619983.4870574,593645942.9710835,596099150.1972189,483293318.06973654,338520553.54901296,253729213.52034253
10836441339529265152,679013552.049864,754926448.8566252,579487040.0881906,624105990.1524537,573274256.0693529,367662471.9641271,274572267.0218497
10836441373889003520,634039865.4651444,780571003.7568431,678704293.6093248,704714082.383326,456332733.49166584,363419706.37091196,206729768.76657283
10836441408248741888,475107036.2885774,532296491.63176346,482598771.38374615,513151053.2689154,430463074.35156924,332013986.0414953,243459752.98931333
10836441442608480256,692224030.7753465,753008365.2288845,714470082.2559135,666642699.27771,485734592.0367834,465995080.1908797,221139187.2468143
10836441476968218624,833612797.8011172,879020055.7555023,752489319.0864505,870128900.6436746,482825161.17649037,529678348.7510865,285605102.81080705
10836441511327956992,524595015.6053214,521188672.8532738,469124540.6066015,533217168.48378575,290910881.1252127,274103451.8114359,157314379.66395402
10836441545687695360,299698669.9333717,290334486.7595239,273969536.18497676,272438981.43608576,144729453.07052377,166051859.6747817,72978659.61507705
10836441580047433728,422527517.94284844,449453914.77277666,366884630.3008631,447498514.0801908,249079038.1820494,249783788.9868269,142651788.28426808
10836441614407172096,894666131.6667621,1003541370.736973,821049741.7070237,998004171.6505969,596893850.428515,505776174.10362875,332685127.98120236
10836441648766910464,573676157.0791053,721023016.6984085,605235316.6571056,616856585.6967883,372032592.274915,247638041.39514908,218344733.3075021
10836441683126648832,300608805.02063954,453689278.28972507,372786644.7485503,337094306.4215615,197497605.40933836,118974461.08996287,111835993.42456509
10836441717486387200,761452845.0591471,718171190.8520062,1544479843.7444239,1088178877.8234084,409904740.4847796,179088875.4766725,109280084.40242906
10836441751846125568,565140609.5501701,605964652.2714465,573286632.2043681,633504681.3251258,441104527.11814255,254721819.1441201,237982382.55550885
10836441786205863936,533425992.8384656,609471217.3302424,496095506.3636642,557083922.6220251,437503118.4451252,259027266.56369743,257892282.47324178
10836441820565602304,628343104.205884,705087648.1442337,573528320.5306187,715226781.2044121,564078779.8111426,344563382.0314035,288459054.5613425
10836441854925340672,729620107.4588561,881619724.7058402,762785641.928057,732882613.8563068,584422135.5900456,381335987.3277495,256509474.4464818
10836441889285079040,524487536.41189945,713262672.9817276,586961029.6262751,546175591.8316399,436425337.1876052,255455163.6402089,214191914.9228474
10836441923644817408,615622573.9007407,820309117.8983179,639911718.3019419,609320037.2354498,476868661.87746924,300459819.85938185,221754751.09814775
10836441958004555776,659250406.5583594,892638622.3007886,694311951.912515,657437450.0943081,548708871.7409589,327058709.0525162,259850047.96924818
10836441992364294144,396097759.94644016,352021040.38106996,326388977.2265831,383894747.75995445,270003198.87142915,239303190.22571608,202130010.76653907
10836442026724032512,327833744.18686724,322650930.4233149,271616359.9462308,319097706.68395424,257641082.9807972,186563400.14532852,139036107.8474105
10836442061083770880,526330461.7592693,593961735.2836595,537479268.6649284,581801335.4053376,458492809.2136666,359694040.049512,228733512.96749133
10836442095443509248,551571051.4965042,590686370.7777281,545657750.2498266,594200154.7305776,475164110.38088393,333659475.0616589,225043381.69783285
10836442129803247616,498809686.4357498,524688625.73956066,522566408.5107384,506660219.6312666,389490503.38165194,297859797.7255446,153549575.7848308
10836442164162985984,587143648.9239889,609452001.8042649,618970574.5767416,567160826.1986971,381590015.05515337,333309262.06435406,150352303.21864048
10836442198522724352,426970416.8854904,439409454.5957211,673298266.4674512,520983974.96199036,267573582.6891071,216384234.59047458,89445221.00110768
10836442232882462720,392411146.05038804,426394683.5345509,887067055.4175402,624399285.7079409,222494751.494444,150602195.3547576,65938874.19338738
10836442267242201088,476257326.89956445,598693750.4446877,900024768.0992264,671959372.8518054,441518645.6421982,251001807.31538457,119244478.95559661
10836442301601939456,406334042.493916,444916316.81689316,775698438.4097786,606039571.8488837,228607155.8986828,218656655.03690827,102478482.41990004
10836442335961677824,537639012.2899578,659235734.0049068,563622762.7068534,606355500.1780345,440565380.8571075,339921789.1974927,282404570.7684663
10836442370321416192,326681902.12255764,353949633.0773761,325267028.47219443,366505224.32604396,243762056.13696313,237337248.017996,168303915.1745476
10836442404681154560,536744982.75764257,660388449.6657116,526561870.4207378,585768296.6873068,516091394.16059124,295096464.3370581,283400950.14067984
10836442439040892928,597496313.334005,809925908.3121974,914622372.2855744,755059350.102298,501947837.37269855,260526933.9791255,214410226.01583874
10836442473400631296,666330711.4878682,990995294.4462085,1322499799.4468412,895712237.7499529,481048054.6277754,239899820.98633033,110070532.25620829
10836442507760369664,630924810.6626449,753642162.4521976,1654034856.1053512,956365635.9281459,390834336.7840824,206205921.15656614,108883895.30931538
10836442542120108032,360463525.09370285,437981802.9055202,659257850.2342489,450951143.23034835,239116628.24061316,104558055.32456468,50300271.490526736
10836442576479846400,532672249.2309923,710729889.293837,611930848.6211443,566895384.7873222,545711748.2161167,307371738.2144013,123225458.07123144
10836442610839584768,206431757.8018065,192419364.73598522,194478830.77665374,189966156.15993538,138409189.01057205,82838796.51348045,42887516.64954457
10836442645199323136,763021690.9870664,997130469.709763,1109103435.1629899,848287364.8381219,608160059.9108833,404810938.3884999,177380454.75734052
10836442679559061504,325036419.4202619,283477956.8338561,354791934.4072797,330338156.5750347,155819057.49363753,74064934.87848674,36378265.2041979
10836442713918799872,149824068.26369095,107396013.53415015,116677150.50623721,120654780.63713166,67619712.22520566,27843410.91626115,18562273.9441741
10836442748278538240,149858690.86068246,107420831.50190511,116704113.23663765,120682662.55152303,67635338.35305136,27849845.204197623,18566563.46946508
10836442782638276608,149857300.77428356,107419835.06829175,116703030.69147746,120681543.10141419,67634710.96892443,27849586.86955712,18566391.246371415
10836442816998014976,149891917.33582628,107444648.70975159,116729988.72170544,120709420.15539993,67650334.37280655,27856020.035861522,18570680.023907684
10836442851357753344,149753008.81884465,107345077.11793289,116621812.17750734,120597555.77446783,67587641.14832813,27830205.178723343,18553470.119148895
10836442885717491712,72421227.81289224,51912561.52959533,56398832.27906653,58321519.74312562,32685686.889004465,13458812.248413604,8972541.498942403
10836442920077230080,128894534.93293248,92393427.69528788,100378044.90352264,103800023.70705183,58173639.65999608,23953851.624704268,15969234.41646951
10836442954436968448,81090044.85804678,101247647.26355758,212909218.33540156,120931834.08664967,50973153.62467891,28615790.561163098,15671495.647561029
10836442988796706816,9694218.209164822,15771280.950861696,56993518.03425664,25079984.91073467,3802017.0305457017,2280689.2740590055,2470271.8945692736
10836443023156445184,94554.06151465165,531568.6315403526,846219.1219588573,216918.1411218479,70716.90314961343,57209.180076091754,17480.58280102804
10836443057516183552,93378923.41839425,524962182.91517437,835702129.7528561,214222236.07749268,69838018.35493352,56498172.15230577,17263330.379871204
10836443091875921920,925583.147264341,5203488.449746589,8283580.267533808,2123396.6319593703,692242.8580380365,560016.6941431307,171116.21209928993
10836443126235660288,120258333.22522496,105868134.47531201,266710939.09463298,182892421.8392234,64815115.14611912,28877946.049151137,14173046.909878122
10836443160595398656,627865724.4883738,454882784.48330265,1265898052.5264943,952153319.8144877,313886573.99600166,120747470.3441553,54532888.5333033
10836443194955137024,851908715.9660337,702049203.0696428,1783624713.1447124,1266700238.2193239,433344777.2560797,176357218.4875058,87970362.19172722
10836443229314875392,185599102.76536125,229318654.0148055,279640925.302564,233524711.38273513,111754120.7177092,60270794.205037065,50644548.64598296
10836443435473305600,12051361.603581998,67750932.04030553,107854622.75474647,27647241.325864587,9013203.216124352,7291580.129898353,2227982.8174689407
10836443469833043968,18649941.36479553,104847149.35334629,166909139.10510284,42785159.60158975,13948275.474510942,11283998.13668301,3447888.319542031
10836443504192782336,41858788.29100125,235323776.19058686,374618567.47828853,96028984.90288523,31306152.58738749,25326325.688673027,7738599.515983425
10836443538552520704,4469681.401977523,25127872.75565515,40001770.530303046,10253974.98100726,3342870.964504198,2704345.0499359807,826327.6541471052
10836443744710950912,46841031.78723823,22604876.036627404,107314901.18419504,78301426.2712042,20041436.48608203,2912999.4892561086,1980839.652694154
10836443779070689280,418809517.752494,202796562.69959727,601499652.3898765,543178215.4639769,233131273.23449236,89257654.5802468,32633869.101716015
10836443882149904384,144271882.0207089,70001741.57217827,132832573.03208463,154516039.3239545,91514471.90899403,43879140.448901996,14341820.224543842
10836444157027811328,7491925.968160928,3799967.6928942064,5812870.475951861,7973058.828501538,7688306.727483626,5351375.69154352,2238740.6562787574
10836444191387549696,34436173.125858925,17824503.719219867,28741652.994371325,36657114.230317056,33436247.21294665,22354713.704171676,9780101.581613895
10836444225747288064,34548397.2836888,29946752.357189298,35511975.751191445,34615318.03134726,20521173.983610224,15383943.229121298,7623220.36931484
10836444260107026432,472014462.378323,757431544.7718934,869142871.354822,704580233.3686697,348879392.3573698,282263371.41349256,115679841.61456434
10836444294466764800,345831362.4187834,756870813.2950532,928962053.6010327,679196201.0153751,297680837.0941316,216548485.01980773,84905639.25518051
10836444328826503168,388526693.17556804,552243638.6825457,695032302.6855032,596903829.2498945,393498023.65517044,287541336.4146192,125876114.60323149
10836444363186241536,314360473.68497336,253190605.3311164,357029814.956128,384277870.92599297,306152508.9269451,211214209.9059549,88910404.13136595
10836444397545979904,1010790507.4657179,512681423.8390994,784256855.0716972,1075703659.3213146,1037285671.4884104,721993219.6183699,302044869.8586942
10836444431905718272,506144289.17538136,406804402.08503056,614265625.1850196,602879028.7099069,509962154.0023838,375198093.73338574,246428289.48862132
10836444466265456640,430011153.7331466,390566698.6945887,593407398.688956,539321335.2820262,430412230.0444414,336905575.3915576,327373423.13231766
10836444500625195008,1003563814.1404188,515879888.9025056,785241409.0355318,1071345632.7770779,1033318417.4615711,719457287.7691731,301917116.9172662
10836444534984933376,972638767.6243234,529753196.4879381,789633385.2759013,1052786814.6987779,1016434973.7001877,708676552.8578078,301425535.65812397
10836444569344671744,974109189.4952396,494076351.683693,755796382.9373288,1036666660.3802551,999642851.0809603,695792278.2108855,291083742.0772145
10836444603704410112,435598161.8077406,220939041.44114763,337973934.1942103,463572355.68530196,447016200.12511265,311141544.1483862,130165636.81804046
10836444638064148480,614494144.5727879,319542672.3384578,484330648.2891166,657776447.394771,634553890.745513,441933796.1415028,185951793.34635726
10836444672423886848,146777795.41921344,92436111.6800894,136327482.0828737,165482651.366659,147801535.4315972,99210363.48305643,43176486.04293264
10836444706783625216,443119245.20990974,211444618.27451506,388349257.11945105,463604555.4489908,275570454.0633945,123282011.38681155,41725437.045732066
10836444741143363584,596560016.8896909,398926637.0612043,555386396.0920895,681652166.538067,660607871.4637374,462974491.63525087,206783073.33906463
10836444775503101952,845606162.4646596,565466697.5990669,787243773.9509945,966221765.392901,936392100.1525832,656252635.2869904,293108884.53529614
10836444809862840320,873117859.0075284,560573246.3988835,789235931.0371237,979813875.5852667,947030495.0120406,668717294.424859,304978923.7797713
10836444844222578688,450277313.21940345,527448321.1200373,623263619.3516699,514373774.7510973,465864386.8395498,428172535.77629286,381994206.18089634
10836444878582317056,451789974.9692992,524207563.0868583,644527282.5217141,552995334.7151488,452066907.4558668,385120941.80422044,352968850.7272776
10836444912942055424,851195567.433071,576494167.319698,800266322.8232642,974345792.9436575,941706411.2397608,662186012.5797147,299806849.90901905
10836444947301793792,866036939.1536466,561772422.2204146,881541046.6377703,955398643.2940538,861035381.8543448,558340234.645012,242906142.66824308
10836444981661532160,532717623.31041753,539567155.0782855,651011386.7803948,620739388.5961587,472173192.3302624,381122506.4181496,241551770.08003777
10836445016021270528,631109199.3851134,585645150.1626732,561119482.8150274,642018187.3249484,569834385.6441449,415227041.5729331,243305700.13844952
10836445050381008896,840740880.8279268,545622719.4600924,976124623.1740131,876916510.6148009,729458902.6863526,409193554.7156516,172894533.71271142
10836445084740747264,1005607612.587452,626887528.4951527,928902972.9811742,959656797.0321896,768824032.7150669,365367035.3419143,163763646.06097892
10836445119100485632,953774776.6791208,495521046.7588506,887441502.834892,969133109.3003398,660925506.6803112,306265837.4262318,115624175.70759861
10836445153460224000,1151424722.9226968,523847005.9009088,789155146.8413234,1068161632.877028,709303435.5564253,242534185.0473349,93589047.07251579
10836445187819962368,1499057468.133477,706452370.0399144,937076595.9066032,1301568906.9028068,1055039562.010829,408231388.3157479,143146071.22759992
10836445222179700736,1280052977.1772423,596669522.214448,963726323.9565083,1172908168.7745771,844378758.3962147,298906742.85761815,114106528.31311752
10836445256539439104,856261693.7036543,385836265.2556443,911250543.1269333,889162642.7583389,471125344.1417038,118794827.02092732,62429076.522769
10836445290899177472,1702000507.3837519,490998460.92345446,1238951667.7695403,1779440159.593101,726754002.7687904,130288424.79120052,68015855.71623564
10836445325258915840,1598898759.840013,564210533.6924303,986417636.8061216,1516959522.6506658,826507961.8220721,213283710.78418148,92330988.77077906
10836445359618654208,1218011925.6990297,522955074.2372149,959728035.2478349,1239395305.4415133,697155794.5177739,264576655.1114481,96202343.55664678
10836445393978392576,737335885.6124717,357760607.2202526,678872566.8716012,789691096.4251916,467706549.92696434,224254819.64781687,73297295.13780785
10836445428338130944,789537233.949055,383008103.258865,769283302.5146956,864160927.3054171,494438540.314094,232654198.30189335,76721330.0256974
10836445462697869312,918455968.692124,409623856.8651236,1138783963.2113357,1122900123.9436579,495930497.72918713,180624321.38137066,66953015.23804176
10836445497057607680,569673640.0968716,253859116.8866849,1136253819.636354,884735582.8370118,243561027.30063748,36933067.876874626,23816399.86224916
10836445531417346048,563554988.5933685,272157705.5999764,1189999418.359731,897735321.7348229,256359630.16748643,52903008.25878938,28047346.218638062
10836445565777084416,67885136.99614422,32760488.99813925,155527888.49116623,113479631.99355452,29045381.998350263,4221712.499760212,2870764.4998369445
10836445600136822784,5611963.608838146,2708261.045061195,12857259.909800828,9381192.898356304,2401138.6585078635,349002.711992422,237321.84415484697
10836445668856299520,523142231.1102183,220333488.61969686,940860905.7168244,771438319.9068544,223557475.60590687,34830817.07292741,21704466.90412312
10836445703216037888,10020429.339564793,4688348.094430097,16616277.183762997,13456608.276145678,4938047.678181207,1028522.6139709884,586844.0603083607
10836445909374468096,527153434.00300115,269721629.66313577,618133683.5235374,563108157.697884,286644934.40675384,71167801.79546495,36102147.24589556
10836445943734206464,790254292.996933,409584564.61194044,899607898.366346,834147683.4648488,471844608.7430828,137782640.12234008,61530516.12115429
10836445978093944832,810023802.4837644,617982835.3237873,1231158119.0305538,962800130.4308262,555405885.3480737,200495871.2585436,80223718.60562734
10836446012453683200,188596144.63090527,118528509.8825984,265145807.26341674,215758928.1456674,98465090.24101274,23150099.586445,10803379.807007667
