s2_cellid,18-25,26-35,36-45,46-55,56-65,66-75,75+
10836458794276356096,611760291.3919841,842644553.9843874,650763503.8405272,565626415.7477295,429901280.37184227,211667865.48818666,123117811.38542944
10836458966075047936,6824423.2863115305,7866576.596043833,6589098.345404237,8774258.510971967,6925276.832414656,4471173.877238588,2622192.1986812777
10836459000434786304,35505316.66204585,40927310.83211196,34280995.39783737,45649692.8512018,36030025.775278054,23262104.019961074,13642436.944037322
10836459034794524672,102047415.49460235,117631010.96422143,98528539.09823675,131203819.9216316,103555505.37875904,66858651.530946374,39210336.98807381
10836459069154263040,12133066.791273331,13985899.651024431,11714685.177781148,15599657.303065712,12312373.197055696,7949250.656351493,4661966.550341477
10836459137873739776,39927196.519019656,48653007.67880541,39927196.519019656,47066496.558844365,43232428.018938504,21946737.159461137,12824298.21968512
10836459172233478144,154039267.11407307,187432978.96270436,153897583.62579378,182021971.2537618,166511449.3668292,85104085.70896085,49735226.60958136
10836459206593216512,31962276.516208094,36843215.294545285,30860129.05013195,41094355.520838976,32434625.430240724,20940801.85544668,12281071.76484843
10836459240952954880,340720482.6874725,452245704.1633082,531521279.98256433,404686247.9298312,193095816.8632935,149224785.10229614,79705912.59505542
10836459275312693248,329101553.6833816,349430113.4965003,305380163.8439961,389167761.7762165,290915095.02978677,268191095.81429097,172896596.8732784
10836459309672431616,531943316.2420879,588317509.7632966,466682614.69934434,512734359.44775504,420130824.76772237,304186470.6244349,206223828.25187644
10836459344032169984,866380655.8926734,982674116.5045123,834547308.0661857,794090688.6185918,558726526.5765789,287293262.55584896,122115632.67356017
10836459378391908352,591389737.3225657,1757094211.756239,1135107711.0158277,522187914.6142868,264857087.10151196,100072312.30604893,43023500.15345314
10836459412751646720,370404184.5542463,585216932.4312427,656402479.918691,397900672.7835974,195494155.29837832,106906302.07533836,44966234.26135376
10836459447111385088,515400268.6411932,933682241.9970582,768910250.9999981,542858419.3711755,330470187.49109155,185126993.38681635,107193884.77203608
10836459481471123456,511915171.9480356,1484025981.0652509,1073535486.1939328,533877870.8138109,302136549.22584474,140262302.21692687,70669566.31908776
10836459515830861824,623251871.7240129,1581730103.0189385,1661844655.912003,768375395.0413321,358933106.82467645,125091386.07492791,87015307.07489157
10836459550190600192,575395596.7997768,2406949513.6170483,1494961041.5576777,543746196.902161,270111928.2047028,95607220.27779402,40444881.84523779
10836459584550338560,378002828.42283106,835595451.5318611,866358551.8175611,436943700.6822579,213701125.55905813,84147321.12816879,53819478.80417116
10836459618910076928,549969298.0189583,1111820068.3427942,1425497729.5624566,717963835.9238706,360886063.69559944,132863040.62280664,100295178.00858061
10836459653269815296,287202514.3164805,727554592.9621165,725433291.6328696,365683726.709873,191658023.94833222,86930652.16910477,55772764.93043737
10836459687629553664,327363808.89782166,517465577.10569686,690246712.9479527,437908528.96222556,216309001.39242712,97085843.83129533,47307917.31708357
10836459721989292032,502042202.8876944,780589099.8555505,958606025.9684826,649231034.793196,287308357.575233,137718822.5661241,71673399.67183714
10836459756349030400,277816356.10380787,546532508.775787,613152761.8923081,358046541.0573617,225494857.92906338,101408960.60347706,72036756.57626623
10836459790708768768,678435842.9963092,718880405.8629041,511699877.80192524,801845023.7359773,632463494.2908597,226301866.8324504,133452813.26202115
10836459825068507136,667901344.5782173,690193091.851407,601300600.5165662,805199158.44558,497456906.7013699,205112562.7097662,98384877.1793127
10836459859428245504,658001495.8564769,799344078.8017219,489212770.9692372,695691752.8554432,772874692.0390868,266419151.20122078,129142734.32518551
10836459893787983872,746362624.5768905,832470259.3658495,570141779.6230761,805339115.5560968,854901160.7069123,320248298.7924973,189710995.48410136
10836459928147722240,839471088.3871597,784393802.544636,542569091.1742727,983307105.6776097,692583193.8024284,257688430.9579817,159224626.22683495
10836459962507460608,811742741.6544825,822417543.601176,949579246.4895649,976673443.6455737,451373894.42260194,184371872.5955269,89733773.32999371
10836459996867198976,732659169.4912378,1337544840.7928927,1004305805.8882332,782538881.5283164,384479257.923085,140540703.11003536,57608670.12672703
10836460031226937344,759014959.4514507,726525617.4623457,489163947.94598895,871256887.7579284,598136087.0103669,266998184.9126231,163945198.6195725
10836460065586675712,679160205.5558805,766239977.5362079,792202018.0663866,806553164.914067,581600904.111955,272529748.3576878,254189600.24701706
10836460099946414080,787218696.2829161,848621996.6354516,781924210.3313253,905822888.3613634,516309598.7787165,268794398.9467032,182270859.53617156
10836460134306152448,836488521.6296729,1094188027.0106735,929804000.349186,926533513.8269236,571271046.0233132,202686547.10974824,111542750.14097735
10836460168665890816,820847516.9411114,900989696.5230544,718061108.2369033,847079326.0425695,900981191.9810073,352285320.16403735,217753979.38391683
10836460203025629184,756017708.1452495,926932155.335232,654136907.3561507,820208554.644083,805345835.5416963,353606351.84875596,239575865.85991883
10836460237385367552,531652379.05982286,751081487.1622485,499139261.17475456,523375728.4601386,784411182.1447135,339190548.95777833,175104944.53001356
10836460271745105920,437235678.6422863,770264179.6640828,631480951.4658091,435945181.7921851,535949465.708533,266783037.28449845,150935115.9003732
10836460306104844288,640697347.0577567,776357939.3055269,516602617.009236,702601937.9365468,709945734.7331394,276295399.0537758,128737770.14489469
10836460340464582656,656229933.9541918,745489659.5307627,553559817.5486602,610112179.03998,618397253.7676517,271265811.8264664,108787450.0252917
10836460374824321024,746164002.677256,605807421.6016635,891338849.0269998,732358358.8586059,269368375.28953224,105257316.69968659,48405280.44715023
10836460409184059392,136454000.52645957,100419265.20931023,144478972.6091618,131292444.65843761,52310118.97038712,18505150.159387913,9904329.399547473
10836460443543797760,549984452.5865419,687808800.5687913,587040802.343351,406357196.16543144,398393149.32203674,212207535.8289544,83911992.6978297
10836460477903536128,325010773.3609735,380269087.78409255,265793250.47451913,245404673.420863,275808437.6819003,115941000.71133679,42827509.53807068
10836460512263274496,697288592.944792,930247569.606775,586041310.243496,716481170.5669644,461455476.80409425,157234508.26724997,60267657.650104135
10836460546623012864,1025318393.2212784,951099850.2081662,698012857.5937109,1062618379.0116954,544490844.3813474,203023596.76684374,99442226.10783562
10836460580982751232,882518440.0974609,863391654.5463955,709610859.5626315,831865808.6188117,427607518.5322494,189878868.6400866,114826348.05521765
10836460615342489600,895420074.2500157,851947892.4004548,709648426.1406834,878444212.4582369,466186734.02278984,199461976.0775054,91268914.37687564
10836460649702227968,855382066.5496919,787664154.3960549,675666531.4573671,824993703.577233,423949161.47548777,145145864.39411536,60144502.3709791
10836460684061966336,727754089.8189813,881408930.1353555,614854272.8627381,651592291.2334338,486788408.41542906,143179712.92800695,58948792.84192206
10836460718421704704,836485413.5862422,916867257.3860543,653090054.3375026,799169861.760775,517117856.9405009,180769914.74302164,91676517.55039625
10836460752781443072,701654786.3948869,740630563.3116505,679789330.1474015,745733908.7810754,468886461.7945911,297770447.08781725,193315771.91488233
10836460787141181440,635710182.2520914,725456732.0464487,661058448.2133341,675661610.6878635,575133938.5390239,425703321.6360314,310162896.6414863
10836460821500919808,680618846.4129308,754238826.7576803,642186844.3439867,767067814.3039448,597379220.4473941,499451316.83729035,331662983.1178065
10836460855860658176,764551408.3231539,767821725.2031097,709568174.2159791,780074144.9846233,565360340.1486483,382920867.9717841,177627247.66565412
10836460890220396544,398740301.74644935,501765033.1162716,484469881.26156586,399247472.93387246,225271595.864938,143943667.850169,80070766.02072927
10836460924580134912,265816638.70735514,294933654.22016037,244848844.45060214,278343869.9818709,226473685.9901744,188980165.8990305,114556700.78561924
10836461062019088384,117150992.60050042,187351716.3741123,158632596.22886375,84813410.35934496,44478024.010693826,16127652.357428934,8342169.416861152
10836461096378826752,43367229.87403076,74111481.83840966,51748901.06991406,21973170.73283045,14993810.862063196,4330066.038079737,2326453.2902557515
10836461268177518592,2541637.725234972,1270818.862617486,635409.431308743,3812456.5878524575,1906228.2939262288,635409.431308743,635409.431308743
10836461302537256960,489481305.8034611,568511515.1325536,428655570.40337634,444364270.252812,268070100.46514502,96168116.34841028,41569930.982115656
10836461336896995328,608544918.3673725,711137704.6235793,579825124.0822971,598592455.2931191,413742022.1344908,236661000.01836222,148786464.41655695
